id,review,sentiScore_pos,sentiScore_neg,rating,past,sentiScore,title,dataSource,length_words,stopwords_removal,stemmed
81,"At around 5pm every day all of my latest (today's) files just disappear They are still there though I can search for them and find them Then tomorrow, they are magically back!",1,-1,3,0,-1,Bugs?,RE2014_app_and_play_store_apps,55,"at around 5pm every day all of latest (today's) files just disappear still there though can search for find then tomorrow, magically back! desktop there no issue just ios this known bug?","at around 5pm every day al of my latest (today's) fil just disappear they ar stil ther though i can search for them and find them then tomorrow, they ar mag back! on my desktop ther is no issu just on io is thi a known bug?"
,,,,,,,,,,,
,On my desktop there is no issue Just on iOS ,,,,,,,,,,
,,,,,,,,,,,
,Is this a known bug?,,,,,,,,,,
82,"Worst thing I ever brought, I want my four dollars back!!!!! Don't work good at all!!!!!",2,-3,1,1,-3,Hate it,AppStore_Random,28,"worst thing ever brought, want four dollars back!!!!! dont work good at all!!!!!","worst thing i ev brought, i want my four dol back!!!!! dont work good at all!!!!!"
83,"I find I must logon again each and every time I open the app on my iPad2 running iOS7 Curiously, this doesn't happen on my iPhone 4S Grr",1,-1,5,0,-1,Great app ? but watch out for iPad2 iOS7 hassles,RE2014_app_and_play_store_apps,32,"find must logon again each every time open app ipad2 running ios7 curiously, this doesn't happen iphone 4s grr","i find i must logon again each and every tim i op the ap on my ipad2 run ios7 curiously, thi doesn't hap on my iphon 4s grr"
84,Need to improve functionality on this app ,2,-1,3,0,2,Functionality on App doesn't compare to web site,RE2014_app_and_play_store_apps,67,"need to improve functionality this app can't vote reviews helpful can't read own contributions or see badges have to scroll thru all pictures to get to end would be nice if could skip to oldest newest pics without scrolling thru each one back button needs work as well otherwise, good for basics!","nee to improv funct on thi ap can't vot review help can't read yo own contribut or see badg hav to scroll thru al the pict to get to the end would be nic if you could skip to the oldest newest pic without scrolling thru each on back button nee work as wel otherwise, good for the basics!"
,Can't vote reviews helpful,,,,,,,,,,
,Can't read your own contributions or see badges,,,,,,,,,,
,Have to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one ,,,,,,,,,,
,Back button needs work as well,,,,,,,,,,
,,,,,,,,,,,
,"Otherwise, good for the basics!",,,,,,,,,,
85,"Updated and lost all my notes Great work guys Do all your fans a favor - fire all your current programmers, offer the 2011 version as an update, and then call it a day",3,-1,1,2,3,Stop breaking it please,RE2014_app_and_play_store_apps,36,"updated lost all notes great work guys do all fans favor - fire all current programmers, offer 2011 version as update, then call day","upd and lost al my not gre work guy do al yo fan a fav - fir al yo cur programmers, off the 2011 vert as an update, and then cal it a day"
86,This app used to be flawless! But after recent updates I have issues uploading things I'll select a bunch of my photos to back up and the app will crash out and only upload a few and not all Major bummer!,3,-1,3,1,3,Used to be great!! Not so much anymore,RE2014_app_and_play_store_apps,46,this app used to be flawless! but after recent updates have issues uploading things i'll select bunch of photos to back app will crash only upload few not all major bummer!,thi ap us to be flawless! but aft rec upd i hav issu upload thing i'll select a bunch of my photo to back up and the ap wil crash out and on upload a few and not al maj bummer!
87,"It crashes constantly when searching for POIs, so I upgraded to 3.1.4 and it still crashes, maybe more often. Really frustrating that this is not coded better, it could be a very useful app. At least it was cheap.",3,-4,2,3,-4,Crashes constantly! :(,AppStore_Random,45,"crashes constantly when searching for pois, so upgraded to 314 still crashes, maybe more often really frustrating that this not coded better, could be very useful app at least was cheap","it crash const when search for pois, so i upgrad to 314 and it stil crashes, mayb mor often real frust that thi is not cod better, it could be a very us app at least it was cheap"
88,Can't even uploadtransfer a file from Pages,1,-1,1,0,-1,Not very useful,RE2014_app_and_play_store_apps,10,can't even uploadtransfer file from pages,can't ev uploadtransf a fil from pag
89,5 star Excellent but a bit slow running,2,-1,5,0,2,,RE2014_app_and_play_store_apps,8,5 star excellent but bit slow running,5 star excel but a bit slow run
90,Very good,3,-1,5,0,3,I like it)),AppStore_Random,2,very good,very good
91,The app makes me manage my trip right on my phone Totally handy But the performance is no smooth at all The app needs to be fixed random crashes and glitchy performance,1,-1,4,1,-1,Totally handy,RE2014_app_and_play_store_apps,32,app makes manage trip right phone totally handy but performance no smooth at all app needs to be fixed random crashes glitchy performance,the ap mak me man my trip right on my phon tot handy but the perform is no smoo at al the ap nee to be fix random crash and glitchy perform
92,"I was happy to see this app however it doesn't work and caused all sorts or network configuration problems. I called hp to reset printer, iPad, and computer and even they couldn't figure out what the problem was. After a ton of lost time I decided to erase the app and it allowed the iPad to find the printer using AirPrint again. This app needs a lot of work so I would use extreme caution downloading it at this time. Big waste of time!",2,-2,1,6,-2,Doesn't work 7510 doesn't connect and makes mess of network settings,AppStore_Random,93,"was happy to see this app however doesnt work caused all sorts or network configuration problems called hp to reset printer, ipad, computer even couldnt figure what problem was after ton of lost time decided to erase app allowed ipad to find printer using airprint again this app needs lot of work so would use extreme caution downloading at this time big waste of time!","i was happy to see thi ap howev it doesnt work and cau al sort or network config problems i cal hp to reset printer, ipad, and comput and ev they couldnt fig out what the problem was aft a ton of lost tim i decid to era the ap and it allow the ipad to find the print us airprint again thi ap nee a lot of work so i would us extrem caut download it at thi time big wast of time!"
